kilometres_ridden,engine_problem,battery_problem,breaking_issues,service_date,bought_date
18270,0,1,0,215,05-01-2023
73389,1,0,1,160,28-04-2013
48208,0,0,0,48,15-11-2021
64720,0,0,0,276,31-07-2014
88373,1,1,0,232,28-07-2015
12759,0,1,1,314,25-09-2021
78207,1,1,1,274,09-04-2013
76786,1,0,1,186,11-08-2010
92224,1,0,1,206,27-03-2015
84199,1,0,1,307,03-06-2013
95298,0,1,1,310,17-08-2010
17157,0,1,0,84,08-08-2015
32818,0,0,0,233,27-09-2018
83908,1,1,1,242,15-03-2015
79331,0,0,0,306,12-04-2018
91756,0,1,1,244,29-12-2021
35634,1,1,0,334,26-11-2021
23033,0,0,0,17,23-11-2019
74442,1,1,1,349,30-11-2018
93972,0,1,1,203,12-09-2016
20385,0,0,0,118,25-04-2013
68047,1,0,0,66,16-08-2014
29735,1,0,1,202,06-07-2012
74146,1,1,1,322,06-07-2014
69101,0,1,1,252,10-03-2010
34724,1,1,1,300,31-07-2013
91457,1,0,0,196,01-07-2019
96162,0,0,0,136,30-10-2014
30031,1,1,1,49,14-04-2011
56942,0,1,1,74,09-04-2019
88221,0,0,1,75,11-08-2015
12609,0,1,1,352,28-02-2017
54951,1,0,0,262,24-03-2020
70262,0,0,1,35,27-05-2022
26668,0,1,1,270,20-02-2015
92212,1,1,1,94,21-07-2022
90731,0,0,1,236,25-03-2011
32339,1,1,1,35,23-01-2017
26860,0,1,1,327,19-08-2015
20634,0,0,0,112,26-01-2019
30150,1,1,0,179,07-02-2020
37933,1,1,0,303,01-11-2015
41995,1,1,0,303,21-06-2017
22263,0,0,0,1,18-11-2018
91757,0,1,1,190,25-09-2016
67142,0,0,1,172,17-11-2011
23671,1,1,0,183,31-05-2013
16366,0,0,0,342,15-02-2022
59269,1,1,1,239,23-03-2019
20280,0,0,1,286,17-12-2017
44661,0,0,0,204,31-03-2017
20091,1,0,0,242,10-11-2021
28377,0,0,0,138,30-09-2019
32277,0,1,0,363,17-01-2019
53899,0,1,1,57,29-09-2021
34538,0,0,0,169,31-08-2018
59120,1,1,0,141,07-03-2012
83678,1,0,0,124,03-12-2016
10855,1,0,0,57,29-12-2010
21356,0,0,0,141,06-12-2010
26650,0,0,1,172,28-12-2018
42449,1,1,0,9,04-08-2016
35599,0,0,0,325,16-04-2013
94391,0,1,1,94,29-10-2016
98908,0,1,0,272,25-02-2022
11265,1,1,0,142,14-03-2018
24551,1,1,1,153,19-02-2014
62654,1,0,0,97,31-12-2016
38884,1,0,1,335,16-05-2017
53737,0,0,0,309,21-09-2019
34232,1,0,1,303,29-12-2011
68692,0,1,1,51,26-08-2019
75953,1,0,1,237,26-04-2012
50069,0,1,1,107,02-01-2020
51881,1,0,0,231,28-07-2014
75233,0,1,1,155,18-06-2021
91635,0,1,1,127,21-08-2013
22007,1,0,1,178,02-08-2020
96195,0,1,1,118,21-02-2020
25024,0,1,0,187,18-11-2019
74444,0,0,0,227,15-04-2020
83450,1,1,1,140,13-01-2013
90877,0,1,0,282,17-06-2013
54248,1,1,1,94,11-08-2011
36485,0,1,1,276,30-01-2014
72674,0,0,0,315,07-08-2022
65213,1,1,1,139,31-12-2013
73101,0,0,1,133,21-12-2020
97537,0,0,0,144,31-08-2021
36908,0,0,1,221,04-08-2015
53162,0,1,0,70,02-06-2010
24550,1,1,0,167,10-07-2018
59978,0,0,1,112,10-03-2021
43441,1,1,1,179,07-05-2015
15911,1,0,1,31,28-07-2020
64232,1,1,1,62,02-05-2014
30396,0,0,0,346,28-01-2019
79289,0,0,0,272,13-07-2020
31792,1,1,1,204,23-04-2015
84038,0,0,0,234,28-02-2017
66063,0,1,0,304,23-01-2017
19329,0,1,0,212,29-01-2020
37193,0,0,1,89,28-05-2022
20161,0,1,0,307,09-01-2012
33182,1,0,1,263,09-10-2018
29780,0,0,1,207,02-01-2012
57039,0,1,0,60,19-10-2022
93104,1,1,1,330,26-09-2013
43131,0,1,0,220,25-12-2020
77925,0,1,1,136,23-08-2022
64626,0,1,1,348,23-12-2016
87312,0,1,0,347,12-04-2014
77651,0,1,0,60,01-03-2016
76085,0,0,0,243,29-07-2017
65970,1,0,1,179,29-04-2022
44599,0,1,0,96,13-02-2017
55702,0,0,0,7,01-11-2016
68730,1,0,1,259,03-02-2011
35294,1,1,0,261,05-10-2020
50447,0,1,0,39,16-04-2021
15418,0,0,0,359,15-06-2011
53523,0,1,0,312,04-09-2012
36531,0,1,0,310,02-12-2013
60723,0,1,1,174,26-01-2022
80872,0,0,1,221,22-01-2023
59235,1,0,0,220,31-01-2017
58701,0,1,0,27,25-10-2010
82052,0,1,0,76,06-08-2011
41099,1,0,0,156,10-06-2015
81810,0,1,0,333,16-01-2020
72781,1,1,1,319,17-11-2014
43376,0,0,0,75,02-01-2013
55438,1,0,0,278,07-01-2012
88171,0,1,1,13,29-11-2014
79422,0,1,0,249,03-04-2016
49985,1,0,1,18,09-05-2012
41846,0,1,0,39,20-02-2013
17914,0,0,0,268,29-11-2019
89807,0,1,1,167,13-02-2014
10831,0,1,0,33,25-09-2017
42582,1,0,0,236,08-12-2011
60342,0,1,1,291,08-10-2014
45360,0,1,0,161,20-05-2019
59493,1,1,1,66,18-05-2010
10827,0,0,1,20,19-04-2012
56800,1,0,1,280,03-04-2010
48223,0,1,1,85,03-09-2019
85876,1,0,1,71,25-05-2021
37816,0,0,1,215,16-01-2014
79822,1,1,1,8,23-05-2011
38735,1,1,0,59,06-09-2013
60556,1,0,0,61,14-10-2016
79947,0,1,0,183,11-02-2012
91827,1,1,0,350,18-10-2010
25928,0,0,0,353,03-12-2019
11670,1,0,1,142,22-02-2014
88345,1,0,1,352,04-03-2013
34830,1,1,1,11,14-01-2014
72640,1,1,0,244,17-04-2015
70785,1,0,1,256,09-12-2012
81517,0,1,0,11,17-06-2022
34587,1,0,1,320,03-02-2014
15935,1,1,1,316,25-09-2021
77455,0,1,0,269,04-02-2022
45820,0,0,0,296,08-08-2015
48612,0,1,0,84,16-12-2022
52619,1,0,1,295,13-02-2016
20781,0,0,0,5,09-08-2015
50763,0,0,1,346,07-01-2017
21707,0,0,0,305,10-02-2015
44892,1,1,0,245,02-03-2014
88216,0,1,0,30,13-05-2018
58506,1,1,0,44,21-11-2011
12019,1,0,0,110,16-01-2012
84517,1,1,0,48,20-08-2017
61241,0,1,1,46,29-10-2014
41317,0,1,0,113,23-07-2020
29937,1,0,0,23,28-04-2012
26705,1,0,0,83,11-02-2014
17638,0,0,1,162,25-05-2014
45391,1,0,0,186,15-12-2014
41325,1,0,1,114,29-09-2011
20771,0,0,1,314,31-05-2013
23159,1,1,1,177,18-12-2013
45440,0,0,1,118,01-01-2017
36499,0,1,1,92,14-12-2019
57892,0,1,1,127,16-10-2011
92495,0,1,1,65,07-07-2021
99499,1,0,0,219,10-07-2017
18199,1,0,1,107,27-09-2016
90036,1,0,1,29,06-02-2021
93000,1,0,0,364,10-01-2014
87962,1,1,0,316,10-02-2012
48110,1,1,0,214,14-04-2020
95781,1,1,0,342,21-02-2013
67497,0,1,0,116,04-01-2023
73460,1,1,0,194,11-07-2022
21576,1,1,1,21,12-05-2022
64912,0,1,0,115,03-05-2012
59867,1,0,1,222,29-10-2020
82242,1,0,0,254,21-02-2012
24967,1,0,0,152,18-12-2014
48553,0,1,0,233,27-12-2022
84152,0,0,1,100,01-10-2013
80555,1,0,1,336,04-01-2021
96494,1,1,1,52,22-08-2010
66185,0,0,1,348,20-06-2021
13564,0,1,0,53,20-05-2013
68860,0,1,0,194,27-11-2019
33106,1,0,0,253,06-06-2014
14192,0,1,1,361,27-03-2010
43206,0,1,0,209,18-05-2010
30212,0,1,1,83,16-06-2014
79664,1,0,1,194,19-08-2022
83794,1,0,0,56,14-08-2019
70231,0,0,1,198,17-03-2020
15348,1,0,1,100,23-07-2021
84076,1,1,1,353,12-11-2010
72797,1,0,0,281,23-07-2021
90406,1,1,0,222,17-11-2014
53614,0,1,1,164,28-01-2017
39221,1,1,0,166,14-01-2020
74753,1,1,0,147,16-11-2010
28035,0,1,1,149,02-08-2016
71106,1,0,1,330,31-08-2022
98550,0,0,0,250,13-09-2010
26838,0,0,0,88,12-04-2023
38541,0,1,0,209,18-08-2012
17737,1,0,1,38,29-02-2020
50467,1,0,1,25,03-10-2017
73431,1,1,1,108,21-06-2012
99324,0,0,1,195,18-01-2022
88046,1,0,1,107,13-01-2023
71825,1,1,0,108,26-10-2016
64344,0,1,1,241,05-02-2015
99990,0,0,1,194,12-12-2020
15033,0,0,1,343,02-02-2016
76072,1,0,0,104,30-07-2013
70212,1,0,1,94,19-07-2014
95211,0,0,1,94,29-11-2018
52092,1,1,1,149,01-03-2017
20102,0,1,0,157,26-10-2022
28665,0,0,0,269,23-07-2022
61415,0,0,1,258,20-03-2013
96642,0,1,1,286,04-03-2015
88381,0,1,0,5,24-10-2014
65040,0,1,0,308,09-08-2013
96232,0,0,0,124,28-06-2011
60412,1,0,1,285,11-03-2017
35484,1,0,1,210,08-03-2019
59431,1,1,0,350,11-05-2020
36222,1,1,1,174,24-02-2022
93857,1,0,1,106,05-11-2011
36633,1,0,0,87,13-03-2013
50129,0,1,1,267,10-09-2021
56773,0,1,0,317,30-10-2012
22237,0,1,1,262,02-12-2016
62647,1,1,1,15,21-06-2015
82765,1,1,1,16,22-01-2023
34034,0,1,1,47,05-12-2017
47993,1,1,1,334,09-10-2018
44081,1,0,0,284,28-08-2018
78647,0,0,0,127,15-01-2020
94021,0,1,0,11,03-03-2013
50460,0,1,1,283,17-10-2021
76099,1,0,0,62,29-02-2012
15238,1,0,1,310,18-06-2020
14691,0,0,1,294,30-10-2015
51804,0,1,1,55,22-05-2017
14536,1,0,0,299,25-12-2012
16772,1,0,1,361,15-02-2016
25153,0,1,0,67,19-07-2021
67053,1,1,1,123,08-01-2016
98718,0,0,0,191,10-10-2022
41954,1,1,1,212,11-03-2010
33253,0,0,0,21,03-03-2017
98330,1,1,0,223,03-04-2012
84087,0,1,0,315,09-06-2017
82241,0,0,0,65,18-08-2012
73861,1,1,1,201,01-02-2016
82247,1,0,0,197,25-07-2018
73646,0,0,1,122,16-09-2018
61605,1,1,0,189,11-01-2016
25902,0,0,0,200,03-11-2020
94682,1,0,1,262,18-10-2017
45161,1,0,0,175,24-11-2018
31140,0,1,0,71,02-06-2016
11079,0,1,1,59,31-03-2012
23051,0,0,0,48,26-04-2010
78386,1,1,0,117,22-09-2016
96028,0,1,1,227,14-07-2011
75891,0,0,0,233,21-03-2015
94912,1,0,1,211,21-09-2012
94526,0,1,1,241,24-12-2010
29514,1,1,1,262,02-04-2021
91952,0,1,0,123,06-05-2013
70906,0,1,1,117,01-12-2010
59766,1,0,1,186,07-05-2010
29409,0,1,0,253,03-07-2015
40212,1,0,0,147,17-12-2017
75031,0,0,0,15,04-01-2019
88572,1,1,0,239,22-02-2017
65434,1,0,0,267,16-03-2014
17400,0,0,1,5,29-10-2013
32640,0,0,0,216,02-07-2021
26700,1,0,1,301,03-07-2022
10098,1,0,1,256,14-05-2022
78075,0,0,0,96,13-03-2010
40337,0,1,1,33,16-05-2012
23404,0,0,1,238,14-11-2015
38975,1,0,1,254,26-04-2011
61394,1,1,1,213,25-04-2019
36518,1,0,1,363,18-12-2010
42513,1,0,0,64,06-04-2011
81603,1,0,0,248,24-05-2012
28768,1,0,0,317,09-02-2011
57565,0,0,1,320,24-09-2019
39492,0,0,0,27,12-07-2014
29911,0,0,0,135,29-06-2012
12608,0,1,1,309,18-12-2014
23399,0,1,1,128,31-08-2016
99535,1,1,0,281,11-10-2022
12550,1,1,1,145,12-10-2016
72056,0,0,0,107,06-07-2015
71106,1,0,1,86,16-06-2022
47202,1,0,1,356,09-06-2022
20729,0,0,0,256,30-10-2011
23857,0,1,0,53,26-03-2020
63275,1,1,1,51,13-04-2019
42932,0,0,1,218,01-02-2012
80699,0,0,1,130,03-02-2019
81388,1,0,0,110,27-01-2018
62158,1,0,1,44,17-11-2014
12696,1,1,0,257,27-08-2017
73421,0,1,0,114,15-09-2015
17597,1,1,1,160,01-12-2014
98966,0,0,0,152,26-09-2011
63880,0,1,1,276,15-04-2015
16775,0,1,1,103,05-05-2018
91659,1,1,0,197,18-08-2020
31813,1,1,1,53,21-10-2019
57948,0,0,1,39,17-02-2011
23637,1,0,1,174,11-01-2016
69959,1,0,1,318,04-11-2022
21626,1,0,1,250,10-07-2011
17961,0,1,0,292,29-03-2014
51964,0,1,1,325,21-10-2017
35819,1,0,0,213,10-05-2019
46653,1,1,1,323,05-03-2019
34147,0,0,1,73,17-02-2014
83129,1,0,1,349,20-06-2013
93477,0,1,0,348,04-04-2022
60021,0,0,1,86,12-09-2013
17745,1,0,1,278,27-05-2013
67108,1,0,0,220,05-02-2015
60478,0,0,1,171,11-02-2013
62740,0,1,1,64,10-12-2016
94212,0,0,1,338,05-10-2020
50056,0,0,1,35,07-01-2015
65569,1,1,0,360,30-05-2020
70376,1,0,1,24,15-06-2021
94462,0,0,1,302,08-04-2023
22255,1,1,1,248,01-02-2010
12387,0,1,1,297,18-12-2020
47792,1,0,0,100,26-12-2010
39342,0,0,0,299,28-06-2021
82084,0,0,1,360,03-01-2019
14407,1,1,1,46,04-06-2022
91526,0,0,1,146,15-04-2021
61098,1,0,1,348,04-07-2018
73430,0,0,1,112,30-03-2015
31053,0,1,1,63,11-10-2021
64416,1,0,1,241,23-07-2019
60242,1,0,1,122,01-11-2013
17688,0,1,1,238,16-06-2022
52494,1,0,0,312,10-06-2018
61704,1,1,0,312,20-02-2015
86253,1,1,1,153,30-10-2015
66380,0,1,0,303,23-11-2016
52554,1,0,1,318,29-12-2017
78168,0,0,1,186,27-01-2019
39556,1,0,1,110,27-11-2020
99498,1,1,0,274,19-12-2015
59221,0,1,0,173,14-05-2020
53390,1,1,0,66,25-07-2018
91966,1,1,0,269,03-09-2016
53522,0,1,1,45,30-10-2010
73759,1,0,0,86,15-05-2017
94808,1,1,0,270,01-11-2020
91893,1,0,1,122,03-04-2020
79267,0,1,0,164,10-08-2021
15966,1,1,0,259,07-12-2013
63745,1,1,1,288,15-09-2017
84024,1,1,1,210,13-12-2013
79936,1,1,0,254,14-04-2012
83119,0,1,0,248,01-09-2021
45088,1,0,1,252,06-06-2013
17213,1,0,1,159,09-06-2014
42974,1,1,0,201,06-12-2012
63522,1,0,1,288,12-02-2021
47668,0,1,0,43,04-04-2013
39424,0,1,0,274,21-04-2010
80849,1,1,0,184,02-04-2020
43219,0,0,0,276,30-08-2020
23423,1,1,1,216,13-03-2014
53131,1,1,0,101,24-11-2013
46112,0,0,0,230,20-04-2012
75170,1,1,1,57,26-12-2010
23214,0,0,0,76,13-01-2022
44274,0,0,0,148,15-01-2019
41171,1,1,0,227,26-09-2010
27642,1,0,0,184,29-08-2015
87695,1,1,0,174,12-09-2015
30790,0,1,1,13,02-01-2019
33756,0,1,1,5,20-08-2022
22948,0,1,0,295,15-11-2016
92783,1,1,1,321,26-04-2022
88980,1,0,1,280,10-10-2016
39941,1,0,0,18,05-04-2018
98017,1,0,0,338,13-01-2011
97370,0,0,1,92,06-04-2014
72598,1,1,1,311,22-04-2019
89791,0,0,1,168,23-05-2019
82451,0,1,0,151,08-02-2019
25772,1,1,1,144,26-07-2011
83626,1,1,0,127,15-06-2018
99656,0,1,1,49,23-07-2012
10035,1,0,1,124,11-08-2016
79899,1,1,0,257,01-05-2021
54000,0,0,1,202,30-10-2013
15147,1,0,1,51,25-01-2014
89314,1,0,0,188,14-06-2022
44014,0,1,1,222,04-10-2021
82464,0,1,0,149,04-11-2020
47193,0,0,0,245,04-01-2023
70673,1,0,0,49,24-11-2012
95459,0,1,0,336,04-10-2016
33223,1,1,1,353,14-05-2022
16891,0,0,0,282,16-07-2017
67242,0,1,0,88,14-09-2019
42128,1,1,1,114,04-03-2013
43198,1,0,0,11,24-06-2010
45215,1,1,0,277,04-11-2021
65791,0,1,1,225,24-04-2016
70625,1,1,0,284,26-04-2019
36749,1,1,0,164,21-02-2016
12158,1,1,0,318,26-11-2014
91321,1,1,0,363,03-01-2019
81314,0,1,0,65,24-08-2020
19013,1,1,1,295,28-01-2018
78588,1,0,1,165,14-11-2017
23233,1,1,0,3,03-04-2015
83243,1,0,1,349,06-06-2011
72384,1,0,0,45,21-05-2013
87693,0,1,0,45,26-10-2021
58713,1,0,1,76,06-02-2015
14046,0,1,1,277,23-07-2012
49868,1,1,0,197,01-06-2010
33977,0,1,0,29,09-06-2019
27210,0,0,1,1,20-06-2022
99923,0,1,0,167,14-01-2014
83954,1,1,1,227,01-11-2012
68100,0,0,0,73,30-06-2018
22046,1,1,1,200,04-02-2017
65225,0,1,1,51,12-06-2020
96299,0,0,0,312,31-12-2011
88027,0,0,0,174,11-09-2012
94990,0,1,0,325,29-11-2012
72510,1,0,0,275,28-06-2020
34399,1,0,1,357,01-08-2011
24590,1,1,0,38,27-12-2020
98908,0,0,1,133,26-10-2010
31482,0,1,1,213,09-08-2010
87851,1,0,1,244,11-01-2012
84996,1,1,1,244,28-07-2015
25056,0,0,1,71,15-01-2015
39360,1,1,1,278,06-03-2011
91259,0,0,0,52,08-10-2019
99527,1,1,0,329,11-11-2011
11074,0,1,1,263,06-04-2023
97649,0,0,0,56,01-09-2013
63667,1,1,0,349,06-09-2019
63342,0,1,0,12,03-04-2018
61689,0,0,1,92,21-05-2013
71788,0,1,0,154,07-02-2022
86975,1,1,1,214,03-02-2017
41146,1,1,0,148,14-06-2022
24761,1,0,0,84,05-02-2014
97252,0,1,1,343,05-09-2015
39793,0,0,0,266,18-10-2015
81427,1,1,0,257,29-01-2014
75735,0,0,0,33,16-11-2013
38996,1,1,0,190,10-05-2017
17229,1,1,0,310,04-12-2016
93851,1,0,1,171,15-07-2014
47598,1,0,1,5,05-05-2021
52611,1,0,0,61,19-02-2017
37263,0,0,0,126,29-10-2014
47663,1,1,1,8,25-11-2021
98574,1,0,1,313,03-04-2016
64304,0,0,1,281,04-03-2022
99827,1,1,1,165,18-05-2010
96481,0,0,0,315,28-04-2017
23336,0,1,1,257,11-06-2019
86772,0,1,0,74,28-08-2018
39001,0,0,0,240,16-11-2021
21751,0,0,0,29,23-06-2010
84316,1,1,0,141,15-01-2020
55072,1,1,0,11,20-06-2017
74290,0,1,0,12,18-09-2020
72801,1,0,1,117,22-05-2021
20765,1,1,1,324,12-03-2013
11215,1,0,1,69,26-05-2022
36048,0,1,1,160,02-05-2021
95763,0,0,1,187,04-04-2022
62194,0,0,0,289,20-04-2012
65415,0,0,1,79,09-12-2020
98597,1,0,0,189,11-08-2013
67073,0,1,0,250,29-11-2011
35767,0,1,1,255,27-01-2022
84229,1,0,1,32,04-04-2011
88651,1,1,1,77,29-04-2019
12132,0,1,0,261,25-11-2017
95271,1,1,1,136,21-06-2022
30569,0,0,1,62,02-01-2017
14137,1,1,0,92,05-05-2020
82263,1,0,0,151,27-07-2018
68510,0,1,0,51,18-09-2011
43847,1,1,1,114,19-07-2019
23694,0,0,0,151,31-05-2013
47643,1,0,0,352,16-02-2013
29516,1,1,1,68,30-10-2018
60912,1,1,1,194,18-07-2021
95804,0,1,1,125,31-01-2012
92013,0,0,1,217,12-05-2017
45373,1,1,0,33,02-05-2020
83004,1,0,1,53,07-08-2017
86172,0,0,0,314,01-11-2011
42530,1,1,1,155,01-12-2013
30389,0,0,0,216,29-08-2013
59678,0,0,0,83,08-06-2011
76191,0,0,1,188,25-09-2022
68637,1,0,0,362,06-07-2020
43386,1,0,0,81,07-12-2011
80593,0,0,1,11,20-05-2020
16410,0,1,1,179,02-08-2017
81452,1,1,1,161,28-05-2014
42584,0,0,0,82,10-01-2011
62684,0,1,1,49,19-03-2020
70385,0,0,1,328,05-05-2010
19442,1,1,0,179,14-06-2013
50542,1,1,0,213,21-05-2010
81803,0,1,1,96,16-07-2017
40145,0,0,1,129,15-06-2013
27641,1,0,1,45,14-06-2022
12452,0,1,1,67,07-06-2021
63007,0,1,0,115,29-11-2013
22910,1,1,0,120,22-01-2013
79562,0,1,1,24,26-12-2012
55284,1,1,0,243,13-12-2012
96366,0,0,0,5,04-05-2020
30459,0,1,0,133,05-09-2014
70274,1,1,1,315,21-01-2021
76820,1,1,1,133,24-12-2016
64770,0,0,1,328,22-03-2019
50396,0,1,0,173,03-06-2015
20730,1,0,0,215,21-03-2023
20430,0,0,0,215,14-02-2013
92829,0,0,1,323,04-12-2020
77987,0,1,1,210,02-03-2010
73555,0,1,1,74,30-05-2019
24221,0,1,1,226,17-07-2017
30388,1,0,1,6,21-06-2012
50914,0,1,0,195,31-01-2023
65402,1,0,0,353,04-10-2011
92972,0,0,1,11,01-04-2014
34582,1,1,0,307,10-11-2016
34189,1,1,1,144,14-11-2014
16193,1,0,1,17,01-02-2013
93804,0,1,0,17,14-07-2013
46389,0,1,1,128,02-12-2017
50347,0,1,0,205,28-11-2022
22062,1,1,1,337,18-02-2017
25625,0,0,0,105,06-03-2015
33433,0,0,1,290,17-06-2016
27321,0,0,0,201,29-07-2011
39035,0,1,1,57,13-07-2013
93885,0,1,1,125,18-09-2020
15962,1,1,0,260,21-03-2010
85736,1,1,0,52,03-05-2010
29097,0,1,1,144,12-05-2015
88070,0,0,0,193,16-03-2022
99691,0,1,0,352,20-03-2016
63489,0,1,0,143,22-09-2020
50807,0,0,0,307,09-08-2011
35100,1,0,0,28,01-04-2020
69660,0,0,1,167,01-04-2023
52972,1,1,1,135,24-04-2012
58198,1,0,0,91,06-11-2016
71611,1,0,0,156,16-01-2011
90758,1,1,0,43,12-05-2021
72883,0,0,0,331,22-07-2011
24229,1,1,1,295,13-01-2011
54906,1,1,0,216,09-07-2014
20840,1,1,1,316,04-10-2017
89216,1,0,1,56,10-01-2023
62549,1,0,1,114,14-09-2020
11688,1,0,1,48,05-11-2017
60388,1,0,1,199,26-10-2010
93693,1,1,1,47,25-07-2012
23028,1,1,1,312,20-11-2022
95708,0,0,0,82,08-05-2017
89501,0,1,1,107,08-05-2022
60799,1,1,0,41,28-11-2019
26679,0,1,1,165,26-04-2017
46145,1,0,0,28,13-03-2014
78621,0,1,0,340,22-12-2014
20250,1,0,0,61,21-03-2010
40210,0,0,0,208,31-10-2011
46372,1,1,1,344,29-05-2022
25308,1,0,0,63,03-10-2018
47037,0,1,1,315,08-08-2013
30568,1,1,1,355,24-01-2013
59534,0,1,0,358,11-05-2016
45674,0,0,1,101,23-10-2019
26286,1,0,1,319,05-08-2018
64190,1,1,0,306,09-01-2017
46887,0,0,1,355,09-05-2011
42451,0,0,0,302,24-05-2017
74393,0,0,0,32,30-10-2021
55484,1,0,1,303,28-05-2011
96329,0,1,0,270,23-04-2020
92655,0,0,1,73,21-02-2014
70942,0,1,0,143,05-06-2021
82960,1,1,0,202,17-04-2023
52421,0,0,0,316,16-01-2022
41781,0,0,0,273,17-04-2012
26430,1,1,1,323,01-07-2013
51212,0,1,1,254,14-07-2010
79040,0,0,0,302,12-08-2013
86267,1,0,0,250,05-04-2018
78713,0,1,1,294,21-04-2011
19034,1,1,1,231,03-09-2014
78535,0,0,0,92,25-04-2011
70771,1,0,0,310,28-12-2022
90369,1,0,1,283,07-08-2014
27810,1,0,0,353,29-03-2021
14526,0,0,0,187,07-08-2022
37763,1,0,0,251,14-03-2015
61455,0,1,0,343,29-04-2014
56325,1,1,0,314,31-07-2010
39658,0,1,1,286,26-05-2022
36269,0,1,0,22,15-04-2019
62862,1,1,1,340,20-07-2017
88432,1,1,0,46,28-02-2022
92910,1,0,1,13,04-07-2015
25591,0,1,1,71,21-01-2019
67260,0,1,1,344,12-02-2010
46080,1,1,1,161,17-03-2019
87195,1,0,1,90,22-06-2014
80748,1,1,0,177,09-01-2019
51254,1,0,0,157,03-01-2010
45661,0,0,0,308,18-10-2016
70023,1,0,1,176,23-10-2021
20966,0,1,0,281,31-05-2017
54947,0,1,0,69,14-02-2013
74423,1,0,0,314,04-06-2020
65191,0,0,0,244,27-06-2016
65658,1,0,0,181,30-10-2016
13052,0,1,1,177,12-09-2010
98262,1,1,0,335,28-02-2018
76917,0,0,0,17,26-05-2018
64778,0,1,1,56,04-05-2014
78699,1,1,0,178,28-09-2021
67859,0,1,0,304,03-04-2019
29247,1,0,1,167,26-08-2019
97543,0,1,0,289,07-03-2018
82513,1,1,1,343,26-09-2020
68051,1,0,1,223,19-06-2012
10447,1,0,0,260,29-09-2011
92390,0,0,0,357,19-03-2019
43703,0,1,0,29,29-05-2022
67743,0,1,1,203,08-05-2016
11627,1,1,0,353,11-12-2014
70099,0,0,0,47,16-08-2010
52229,1,1,0,188,08-07-2013
75196,0,0,1,297,05-05-2021
93375,1,1,0,278,11-02-2018
34620,0,1,0,112,08-11-2015
81993,0,1,1,253,08-03-2011
97533,0,0,1,124,24-05-2013
30900,0,0,1,131,31-10-2022
42976,0,1,1,161,15-08-2012
72881,1,1,1,363,26-01-2021
85948,1,1,0,282,13-04-2019
63360,1,0,1,62,31-08-2015
74510,0,1,0,271,03-12-2019
69303,0,0,1,323,28-01-2022
79984,1,0,1,111,28-01-2010
46983,0,1,0,167,28-03-2023
33557,0,0,1,304,26-08-2019
86191,0,1,0,185,27-02-2017
43677,1,1,1,23,20-03-2017
68270,0,1,1,332,17-03-2012
70719,0,0,0,14,26-08-2018
81278,1,0,1,158,02-01-2020
89988,0,0,1,77,17-07-2011
57614,1,0,0,20,08-01-2013
27090,0,0,1,82,23-01-2017
88162,1,1,0,311,05-07-2019
85166,0,1,1,58,31-07-2020
11895,1,1,1,72,21-08-2021
19912,1,0,0,335,03-02-2022
70740,0,0,0,214,16-09-2019
80575,0,1,1,70,08-10-2014
91491,1,0,1,279,02-08-2016
42097,0,0,1,103,02-05-2022
29470,0,0,1,168,14-02-2013
51674,1,1,0,107,03-10-2014
12764,1,0,0,134,17-04-2016
30635,1,0,1,193,21-08-2020
26581,1,1,0,242,30-06-2010
82386,0,0,1,64,04-11-2011
35899,0,1,1,24,06-05-2019
46266,0,0,0,303,10-10-2015
89164,0,0,1,18,31-08-2012
79823,0,0,0,187,14-02-2010
92284,1,1,1,315,14-09-2020
11035,0,0,1,243,02-09-2018
17521,1,0,1,146,27-04-2011
48468,0,0,1,319,22-02-2023
49982,1,1,0,314,22-08-2019
62671,1,1,0,11,17-03-2013
42572,1,0,0,219,25-04-2010
39017,0,0,1,174,01-05-2010
80465,1,1,1,30,04-12-2019
27475,1,1,0,323,22-04-2013
38599,0,1,1,352,09-06-2022
14696,1,1,0,28,01-02-2023
97179,1,1,0,66,19-10-2013
33835,1,1,0,320,02-07-2012
62472,1,0,1,321,04-10-2013
27113,0,0,1,123,13-07-2011
35418,0,0,0,315,07-08-2019
82770,1,0,1,257,02-10-2014
65368,0,0,1,46,16-05-2022
37833,1,0,0,39,13-11-2019
69410,1,1,1,47,03-09-2011
25603,1,0,0,94,13-07-2011
90628,1,0,1,116,15-05-2011
53274,1,0,0,256,10-03-2016
48844,0,0,1,181,02-12-2020
90339,0,1,0,129,03-06-2015
14405,0,1,1,140,16-01-2015
97176,1,1,1,140,07-10-2016
60147,0,1,1,70,01-04-2014
12084,1,0,1,74,05-02-2011
21825,1,1,0,26,27-09-2013
10039,1,1,1,25,06-02-2023
30799,0,0,1,29,19-08-2020
40297,1,0,0,36,24-07-2016
28380,0,1,0,352,16-01-2015
87367,0,0,1,216,14-06-2018
95795,0,1,0,164,26-04-2012
90669,0,0,0,321,29-02-2016
65852,0,0,0,179,29-09-2012
13400,1,0,0,354,03-05-2013
44767,0,0,0,185,22-07-2021
57152,0,0,1,12,25-06-2016
89900,1,1,1,185,05-11-2010
80618,1,1,1,9,05-09-2016
11412,0,0,1,177,08-07-2010
45941,1,0,1,97,17-10-2018
11031,0,0,0,255,15-12-2022
96501,1,1,0,168,21-04-2023
